ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,year_x,country_gaining,iso3c_gaining,country_losing,iso3c_losing,type,pop,area,conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year_y,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
Florina1947,GREECE,40.7845262,21.4131222,356,FLORINA,1947,"['Greece', 'Communist', 'Florina']",GREEK CIVIL WAR,GREECE,GREEK COMMUNISTS,,,1,LAND,,NO,,1,,1947,GREECE,GRC,ITALY,ITA,"CESSION
(PART YIELDED TO OTHER ENTITY)",115343,2681.00,,,,,,,,,,,,,,,,,,,,,,,,,
Florina1949,GREECE,40.7845262,21.4131222,357,FLORINA,1949,"['Communist', 'Markos Vaphiadis', 'Kastoria', 'Florina', 'Vitsi']",GREEK CIVIL WAR,GREECE,GREEK COMMUNISTS,,,2,LAND,,NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing1809,NETHERLANDS,51.4536672,3.5709125,357,FLUSHING,1809,"['Napoleonic', 'Antwerp', 'British', 'Flushing', 'British']",NAPOLEONIC WARS (5TH COALITON),UNITED KINGDOM,FRANCE,,,2,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluvial1866,PARAGUAY,-27.0849334,-56.6958052,"CLODFELTER, P319",FLUVIAL,1866,,WAR OF THE TRIPLE ALLIANCE,"BRAZIL, ARGENTINA",PARAGUAY,,,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focchies1649,TURKEY,26.6197613,38.6735602,"CLODFELTER, P55",FOCCHIES,1649,,VENETIAN-TURKISH WARS,VENICE,OTTOMAN EMPIRE,,,2,SEA,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P55. 93 OTTOMAN VS 19 VENETIAN SHIPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focsani1789,ROMANIA,45.6964745,27.184043,357,FOCSANI,1789,"['Russian', 'Austrian', 'Turks', 'Moldavia', 'Romania', 'Turkish']",CATHERINE THE GREAT'S 2ND TURKISH WAR,RUSSIA,OTTOMAN EMPIRE,,,3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foggia1943,ITALY,41.4621984,15.5446302,357,FOGGIA,1943,"['Anglo', 'Italy', 'Salerno', 'British']",WORLD WAR II,UNITED KINGDOM,GERMANY,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foix1812,FRANCE,42.964127,1.605232,357,FOIX,1812,"['French', 'Spain', 'Valencia', 'Spanish', 'French', 'Foix', 'Toulouse', 'Ariege']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),SPAIN,FRANCE,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fondouk Pass1943,TUNISIA,35.566667,9.7478113,357,FONDOUK PASS,1943,"['Northern Africa', 'British', 'Tunisia', 'American', 'German', 'British', 'Americans']",WORLD WAR II,"UNITED KINGDOM, UNITED STATES",GERMANY,,,3,LAND,,NO,"LIDDEL HART, HISTORY OF THE SECOND WORLD WAR, P441",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fontaine-Francaise1595,FRANCE,47.526469,5.370847,357,FONTAINE-FRANCAISE,1595,"['French', 'Spain', 'France', 'Spain', 'Spanish', 'French', 'Milan', 'Dijon', 'Spanish', 'Netherlands']",9TH FRENCH WAR OF RELIGION,FRANCE,SPAIN,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fontenay1793,FRANCE,46.4586492,-0.8237518,358,FONTENAY,1793,"['French', 'Royalist', 'Thouars', 'France', 'Pissotte', 'Republican']",FRENCH REVOLUTIONARY WARS (VENDEE WAR),VENDEEN REBELS,FRANCE,,,3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fontenoy, Belgium1745",BELGIUM,50.5694,3.475,358,"FONTENOY, BELGIUM",1745,"['Fontenoy', 'Belgium', 'France', 'Fontenoy', 'Austrian', 'Dutch', 'Cumberland']",WAR OF THE AUSTRIAN SUCCESSION,FRANCE,"UNITED KINGDOM, AUSTRIA, HANOVER",,,3,LAND,,NO,"THE FIELD AND THE FORGE, LANDERS, P389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fontenoy, France841",FRANCE,47.648884,3.30527,358,"FONTENOY, FRANCE",841,"['Fontenoy', 'France', 'Frankish', 'Charlemagne', 'Ludwig the German', 'Auxerre', 'France']",FRANKISH WAR OF SUCCESSION,"LOUIS THE GERMAN, CHARLES THE BALD","LOTHAIR OF ACQUATAINE, PEPIN OF ITALY",,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford of the Biscuits1594,UNITED KINGDOM,54.2737941,-7.7913959,358,FORD OF THE BISCUITS,1594,['Irish'],O'DONNELL'S REBELLION,IRELAND,ENGLAND,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formigny1450,FRANCE,49.340676,-0.893701,358,FORMIGNY,1450,"['France', 'England']",HUNDRED YEARS WAR,FRANCE,ENGLAND,,,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fornham1173,UNITED KINGDOM,52.2687128,0.7223311,358,FORNHAM,1173,"['Anglo', 'England', 'France', 'Flemish', 'Suffolk']",ANGLO-NORMAN REBELLION,ENGLAND,"EARL OF LEICESTER, EARL OF NORFOLK, FLEMISH MERCENARIES",,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fornovo1495,ITALY,44.6729547,10.1114152,359,FORNOVO,1495,"['France', 'Naples', 'Milan', 'Venice', 'Fornovo', 'Parma', 'French', 'Italians', 'France', 'Naples']",ITALIAN WAR OF CHARLES VIII,FRANCE,"MILAN, VENICE",,,3,LAND,,NO,"FORNOVO, BATTLE OF (1495)', SERGIO MANTOVANI, ENCYCLOPEDIA OF WAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Anderson1863,UNITED STATES,34.0397911,-77.9483671,359,FORT ANDERSON,1863,"['American', 'North     Carolina', 'Union', 'New Bern', 'Washington', 'North Carolina']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,1863,UNITED STATES,USA,HONDURAS,HND,"ANNEXATION
(UNILATERAL)",.,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Anne1777,UNITED STATES,43.421414,-73.50535,359,FORT ANNE,1777,"['British', 'Americans', 'Skenesboro']",WAR OF THE AMERICAN REVOLUTION,UNITED STATES,UNITED KINGDOM,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Balaguer1813,SPAIN,40.9661263,0.8768012,359,FORT BALAGUER,1813,"['Napoleonic', 'Tarragona', 'French', 'Valencia']",NAPOLEONIC WARS (PENINSULA CAMPAIGN),UNITED KINGDOM,FRANCE,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Bisland1863,UNITED STATES,29.8006682,-91.4535391,359,FORT BISLAND,1863,"['Fort Bisland', 'American', 'Louisiana', 'Fort Bisland', 'Berwick City', 'Irish']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,1863,UNITED STATES,USA,HONDURAS,HND,"ANNEXATION
(UNILATERAL)",.,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Bowyer1814,UNITED STATES,30.2255753,-88.0276868,359,FORT BOWYER,1814,['British'],WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,1,LAND AND SEA,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Bowyer1815,UNITED STATES,30.2255753,-88.0276868,359,FORT BOWYER,1815,"['New Orleans', 'British']",WAR OF 1812,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Brooke1863,UNITED STATES,27.9684988,-82.4604709,360,FORT BROOKE,1863,"['American', 'Florida', 'Tampa']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,1863,UNITED STATES,USA,HONDURAS,HND,"ANNEXATION
(UNILATERAL)",.,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Bull1756,UNITED STATES,43.2235376,-75.5042217,"SHOWALTER, P369",FORT BULL,1756,,SEVEN YEARS WAR,"FRANCE, NEW FRANCE, INDIAN ALLIES","UNITED KINGDOM, NEW YORK",,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Clinton1777,UNITED STATES,41.3187042,-73.9966727,360,FORT CLINTON,1777,[],WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,UNITED STATES,,,1,LAND AND SEA,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Davidson1864,UNITED STATES,37.6219449,-90.641981,360,FORT DAVIDSON,1864,"['American', 'Missouri', 'Missouri', 'Lexington']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,2,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort De Russy1864,UNITED STATES,29.8679861,-94.1857926,360,FORT DE RUSSY,1864,['American'],AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Dearborn1812,UNITED STATES,41.8880513,-87.626967,360,FORT DEARBORN,1812,"['American', 'British', 'Detroit', 'Chicago', 'Detroit']",WAR OF 1812,MASSACRE,,UNITED KINGDOM,UNITED STATES,1,LAND,,YES,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P568",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Defiance1836,UNITED STATES,29.5062144,-82.2879452,360,FORT DEFIANCE,1836,"['Seminole', 'Florida']",2ND SEMINOLE INDIAN WAR,UNITED STATES,SEMINOLE INDIANS,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Defiance1860,UNITED STATES,35.7531404,-109.1070035,"SHOWALTER, P603",FORT DEFIANCE,1860,,NAVAJO INDIAN WAR,UNITED STATES,NAVAJO,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort del Or1580,UNITED KINGDOM,52.1922345,-10.4112548,360,FORT DEL OR,1580,"['Spanish', 'Italians', 'San Guiseppe', 'Smerwick', 'Fort del Or']",GERALDINE REBELLION,ENGLAND,"IRISH REBELS, ITALIAN MERCENARIES, SPANISH MERCENARIES",,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Donelson1862,UNITED STATES,36.4815345,-87.8660292,361,FORT DONELSON,1862,"['American', 'Kentucky']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,3,LAND,,NO,HTTPS://WWW.BATTLEFIELDS.ORG/LEARN/CIVIL-WAR/BATTLES/FORT-DONELSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Donelson1863,UNITED STATES,36.4815345,-87.8660292,361,FORT DONELSON,1863,"['Fort Donelson', 'American', 'Tennessee', 'Fort Donelson', 'Dover']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,1863,UNITED STATES,USA,HONDURAS,HND,"ANNEXATION
(UNILATERAL)",.,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Drane (1st)1836,UNITED STATES,29.3863788,-82.2607977,361,FORT DRANE (1ST),1836,"['Irvine', 'Gainesville', 'Florida', 'Seminole', 'Osceola']",2ND SEMINOLE INDIAN WAR,UNITED STATES,SEMINOLE INDIANS,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Drane (2nd)1836,UNITED STATES,29.3863788,-82.2607977,361,FORT DRANE (2ND),1836,"['Seminole Indians', 'Fort Drane', 'Gainesville']",2ND SEMINOLE INDIAN WAR,SEMINOLE INDIANS,UNITED STATES,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Driant1944,FRANCE,49.0867705,6.0789243,361,FORT DRIANT,1944,['American'],WORLD WAR II,UNITED STATES,GERMANY,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Duquesne1758,UNITED STATES,40.4416303,-80.0120405,361,FORT DUQUESNE,1758,"['Fort Duquesne', 'British', 'French', 'Fort Duquesne', 'Pittsburgh', 'Pennsylvania', 'French']",SEVEN YEARS WAR,FRANCE,UNITED KINGDOM,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Erie (2nd)1814,CANADA,42.89325,-78.92380556,362,FORT ERIE (2ND),1814,"['Fort Erie', 'Americans', 'British']",WAR OF 1812,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Erie1812,UNITED STATES,42.89325,-78.92380556,361,FORT ERIE,1812,[],WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,1,LAND AND SEA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Erie1814,CANADA,42.89325,-78.92380556,361,FORT ERIE,1814,"['Fort Erie', 'American', 'British', 'Fort Erie', 'Caledonia', 'Detroit', 'American']",WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Fisher1864,UNITED STATES,33.9717242,-77.9197765,362,FORT FISHER,1864,"['Wilmington', 'North Carolina']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,,,2,LAND,,NO,HTTPS://CWNC.OMEKA.CHASS.NCSU.EDU/EXHIBITS/SHOW/FALL-FORT-FISHER/FIRST-BATTLE/FIRST-BATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Fisher1865,UNITED STATES,33.9717242,-77.9197765,362,FORT FISHER,1865,"['American', 'North Carolina']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Frontenac1758,UNITED STATES,44.2335333,-76.4802096,362,FORT FRONTENAC,1758,"['British', 'Lake Ontario', 'British', 'French', 'Fort George', 'Florida', 'Fort George', 'Quebec', 'Canada', 'British', 'Fort George', 'American', 'British', 'America']",SEVEN YEARS WAR,UNITED KINGDOM,FRANCE,,,1,LAND,,NO,"AN ENCYCLOPEDIA OF BATTLES, EGGENBERGER, P148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort George, Quebec1813",CANADA,43.2508062,-79.0637953,362,"FORT GEORGE, QUEBEC",1813,[],WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Harrison1812,UNITED STATES,39.5135085,-87.4019267,"SHOWALTER, P570",FORT HARRISON,1812,,WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P570",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Hatteras1861,UNITED STATES,35.3168229,-76.6343518,362,FORT HATTERAS,1861,"['Fort Hatteras', 'American', 'North Carolina']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND AND SEA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Henry, New York1757",UNITED STATES,43.4206246,-73.7180399,369,"FORT HENRY, NEW YORK",1757,"['New York', 'French', 'Lake George', 'New York', 'the   Indians', 'Montcalm']",SEVEN YEARS WAR,FRANCE,UNITED KINGDOM,,,2,LAND,,BATTLE FOLLOWED BY MASSACRE,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Henry1862,UNITED STATES,36.5006942,-88.0309325,362,FORT HENRY,1862,"['Kentucky', 'Mill Springs']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Itala1901,SOUTH AFRICA,-28.1661366,30.4307747,,FORT ITALA,1901,[],2ND ANGLO-BOER WAR,UNITED KINGDOM,TRANSVAAL,,,1,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort King1840,UNITED STATES,28.0833225,-82.2433713,363,FORT KING,1840,"['Ocala', 'Florida', 'Indians']",2ND SEMINOLE INDIAN WAR,UNITED STATES,SEMINOLE INDIANS,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P264",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Laramie1854,UNITED STATES,42.2032788,-104.5592155,363,FORT LARAMIE,1854,"['Indian', 'Fort Laramie', 'Wyoming', 'Grattan']",SIOUX INDIAN WARS,SIOUX INDIANS,UNITED STATES,,,1,LAND,,BATTLE FOLLOWED BY MASSACRE,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lee1776,UNITED STATES,40.8480336,-73.9686022,363,FORT LEE,1776,"['Fort Washington', 'Manhattan', 'American', 'British', 'Hessian', 'Cornwallis', 'Washington']",WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Loudoun1760,UNITED STATES,35.5967631,-84.2056419,363,FORT LOUDOUN,1760,"['Indian', 'South      ', 'Vonore', 'Tennessee', 'Fort Prince George']",CHEROKEE INDIAN WARS,CHEROKEE INDIANS,"UNITED KINGDOM, SOUTH CAROLINA",,,1,LAND,,BATTLE FOLLOWED BY MASSACRE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Loyal1690,UNITED STATES,43.3174139,-70.9578801,363,FORT LOYAL,1690,"['French', 'Canadians', 'Indians', 'Portland', 'Maine', 'British']",KING WILLIAM'S WAR,"FRANCE, NEW FRANCE, NATIVE ALLIES","UNITED KINGDOM, MAINE",,,1,LAND,,BATTLE FOLLOWED BY MASSACRE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Macon1862,UNITED STATES,34.7000204,-76.6944176,363,FORT MACON,1862,"['Fort Macon', 'North Carolina', 'New Bern']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,1,LAND,,NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort McAllister1863,UNITED STATES,31.8911655,-81.1979543,364,FORT MCALLISTER,1863,"['American', 'Savannah', 'Georgia']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,,,,LAND AND SEA,,NO,,,,1863,UNITED STATES,USA,HONDURAS,HND,"ANNEXATION
(UNILATERAL)",.,5.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fort McAllister1864,UNITED STATES,31.8911655,-81.1979543,364,FORT MCALLISTER,1864,"['Georgia', 'Confederates']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort McHenry1814,UNITED STATES,39.2633062,-76.5820945,364,FORT MCHENRY,1814,"['British', 'Baltimore']",WAR OF 1812,UNITED STATES,UNITED KINGDOM,,,2,LAND AND SEA,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P243",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Meigs1813,UNITED STATES,41.551252,-83.6534127,364,FORT MEIGS,1813,"['Americans', 'British', 'Amherstburg', 'Maumee']",WAR OF 1812,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Mercer1777,UNITED STATES,39.8708842,-75.1911394,364,FORT MERCER,1777,"['Philadelphia', 'British', 'Hessian']",WAR OF THE AMERICAN REVOLUTION,UNITED STATES,"UNITED KINGDOM, HESSE",,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Mifflin1777,UNITED STATES,39.8752272,-75.2153889,364,FORT MIFFLIN,1777,"['Philadelphia', 'Brandywine', 'British']",WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,UNITED STATES,,,1,LAND AND SEA,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Mims1813,UNITED STATES,31.1798873,-87.8400352,364,FORT MIMS,1813,"['Americas', 'Britain', 'Fort Mims', 'Mobile', 'Alabama', 'Americans', 'Autossee']",CREEK INDIAN WAR,CREEK INDIANS,UNITED STATES,,,1,LAND,,BATTLE FOLLOWED BY MASSACRE,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P477; HTTP://ENCYCLOPEDIAOFALABAMA.ORG/ARTICLE/H-1121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Necessity1754,UNITED STATES,39.8152283,-79.5909715,365,FORT NECESSITY,1754,"['Pittsburgh', 'Pennsylvania', 'Virginia', 'French', 'Uniontown', 'French', 'Indians', 'Washington']",SEVEN YEARS WAR,"FRANCE, NATIVE ALLIES","UNITED KINGDOM, VIRGINIA",,,1,LAND,,BATTLE FOLLOWED BY MASSACRE,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Niagara1759,UNITED STATES,43.2629847,-79.0663853,365,FORT NIAGARA,1759,"['Fort Niagara', 'British', 'French', 'Niagara']",SEVEN YEARS WAR,UNITED KINGDOM,FRANCE,,,1,LAND,,NO,"BESIEGED, PAUL K DAVIS, P160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Niagara1813,UNITED STATES,43.2629847,-79.0663853,365,FORT NIAGARA,1813,"['Fort Niagara', 'American', 'Newark', 'America', 'British', 'Fort', 'Niagara']",WAR OF 1812,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P242",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Ninety-Six1781,UNITED STATES,34.1467219,-82.0257571,365,FORT NINETY-SIX,1781,"['British', 'South Carolina', 'Charleston']",WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,UNITED STATES,,,1,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Peddie1846,SOUTH AFRICA,-28.3666474,23.9412452,365,FORT PEDDIE,1846,"['British', 'Fish', 'Gwanga', 'Wyoming', 'Montana', 'Sheridan']",7TH CAPE FRONTIER WAR,UNITED KINGDOM,XHOSA KINGDOM,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Phil Kearney1866-1867,UNITED STATES,44.5331573,-106.8309087,365,FORT PHIL KEARNEY,1866-1867,"['Wyoming', 'Montana', 'Fort', 'Sheridan']",RED CLOUD'S WAR,UNITED STATES,SIOUX INDIANS,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Pillow1864,UNITED STATES,35.6404928,-89.8380362,365,FORT PILLOW,1864,"['Mississippi', 'Tennessee', 'Kentucky', 'Indians', 'Fort Montana', 'Wyoming']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,,,2,LAND,,BATTLE FOLLOWED BY MASSACRE,"ENCYCLOPEDIA OF BATTLES, EGGENBERGER, P150; UNION FORCES GIVEN AS LESS THAN 600. CONFEDERATES, ONE DIVISION",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Pitt1763,UNITED STATES,40.4411353,-80.012505,365,FORT PITT,1763,"['British', 'Indian', 'Pittsburgh', 'Swissborn', 'Indians']",PONTIAC'S WAR,UNITED KINGDOM,NATIVE AMERICANS,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Prince George1760,UNITED STATES,34.7003527,-82.8934099,365,FORT PRINCE GEORGE,1760,"['Cherokee      ', 'Indian', 'South      Carolina']",CHEROKEE INDIAN WARS,"UNITED KINGDOM, NORTH CAROLINA",CHEROKEE INDIANS,,,,LAND,,BATTLE FOLLOWED BY MASSACRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Pulaski1862,UNITED STATES,32.02706,-80.8926755,366,FORT PULASKI,1862,"['Fort Pulaski', 'Savannah', 'Georgia', 'Fort Pulaski', 'Cockpit Island']",AMERICAN CIVIL WARS,UNITED STATES,CONFEDERATE STATES OF AMERICA,,,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
