ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Theatre,Massacre,all_participants,nuclear_countries_involved,active_nuclear_countries_during_conflict
Hlophekhulu1888,SOUTH AFRICA,-28.3870702,31.5027404,451,HLOPHEKHULU,1888.0,"['uSuthu', 'Zulus', 'African', 'Hlophekhulu', 'Shingana']",ZULU REBELLION,UNITED KINGDOM,ZULU REBELS,LAND,NO,"[""['uSuthu'"", ""'Zulus'"", ""'African'"", ""'Hlophekhulu'"", ""'Shingana']"", 'UNITED KINGDOM', 'ZULU REBELS']",united kingdom,None
Hoa Binh1951,VIETNAM,20.8422973,105.2550954,,HOA BINH,1951.0,"['French', 'Hanoi', 'French']",FRENCH INDO-CHINA WAR,VIET MINH,FRANCE,LAND,NO,"[""['French'"", ""'Hanoi'"", ""'French']"", 'VIET MINH', 'FRANCE']",france,None
Hoa Moc1885,VIETNAM,21.817,105.217,"SHOWALTER, P725",HOA MOC,1885.0,,SINO FRENCH WAR,FRANCE,CHINA,LAND,NO,"['', 'FRANCE', 'CHINA']","china, france",None
Hobkirks Hill1781,UNITED STATES,34.2743165,-80.6160558,451,HOBKIRKS HILL,1781.0,"['British', 'South Carolina', 'Camden', 'Charleston']",WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,UNITED STATES,LAND,NO,"[""['British'"", ""'South Carolina'"", ""'Camden'"", ""'Charleston']"", 'UNITED KINGDOM', 'UNITED STATES']","united states, united kingdom",None
Hochkirch1758,GERMANY,51.1492925,14.5708606,451,HOCHKIRCH,1758.0,"['Zorndorf', 'Austrian', 'Dresden']",SEVEN YEARS WAR,HABSBURG EMPIRE,PRUSSIA,LAND,NO,"[""['Zorndorf'"", ""'Austrian'"", ""'Dresden']"", 'HABSBURG EMPIRE', 'PRUSSIA']",None,None
Hochst im Odenwald1795,GERMANY,49.7893996,8.935433,452,HOCHST IM ODENWALD,1795.0,"['French', 'French', 'Germany', 'Hochst', 'Mannheim', 'Austrian', 'French', 'Jourdans', 'Austrians']",FRENCH REVOLUTIONARY WARS (1ST COALITION),HABSBURG EMPIRE,FRANCE,LAND,NO,"[""['French'"", ""'French'"", ""'Germany'"", ""'Hochst'"", ""'Mannheim'"", ""'Austrian'"", ""'French'"", ""'Jourdans'"", ""'Austrians']"", 'HABSBURG EMPIRE', 'FRANCE']",france,None
"Hochst, Frankfurt1622",GERMANY,50.102482,8.5474571,451,"HOCHST, FRANKFURT",1622.0,"['Frankfurt', 'Christian', 'Christian']",THIRTY YEARS WAR (PALATINATE WAR),HABSBURG EMPIRE,BRUNSWICK,LAND,NO,"[""['Frankfurt'"", ""'Christian'"", ""'Christian']"", 'HABSBURG EMPIRE', 'BRUNSWICK']",None,None
Hochstadt1703,GERMANY,48.6355495,10.5016696,451,HOCHSTADT,1703.0,"['Austrians', 'French', 'Maximilian', 'Vienna']",WAR OF THE SPANISH SUCCESSION,"BAVARIA, FRANCE",HABSBURG EMPIRE,LAND,NO,"[""['Austrians'"", ""'French'"", ""'Maximilian'"", ""'Vienna']"", 'BAVARIA', 'FRANCE', 'HABSBURG EMPIRE']",france,None
Hochstadt1800,GERMANY,48.6355495,10.5016696,451,HOCHSTADT,1800.0,"['French', 'Austrian', 'French']",FRENCH REVOLUTIONARY WARS (2ND COALITION),FRANCE,HABSBURG EMPIRE,LAND,NO,"[""['French'"", ""'Austrian'"", ""'French']"", 'FRANCE', 'HABSBURG EMPIRE']",france,None
Hochuan1258,CHINA,30.1103017,106.0427886,452,HOCHUAN,1258.0,"['China', 'Chengtu', 'Hochuan']",MONGOL CONQUEST OF CHINA,SUNG,MONGOLS,LAND,NO,"[""['China'"", ""'Chengtu'"", ""'Hochuan']"", 'SUNG', 'MONGOLS']",None,None
Hof1807,GERMANY,50.3135391,11.9127814,452,HOF,1807.0,"['Russian', 'Prussia', 'French', 'Landsberg', 'Russian', 'Russian', 'Eylau']",NAPOLEONIC WARS (4TH COALITION),FRANCE,RUSSIA,LAND,NO,"[""['Russian'"", ""'Prussia'"", ""'French'"", ""'Landsberg'"", ""'Russian'"", ""'Russian'"", ""'Eylau']"", 'FRANCE', 'RUSSIA']","russia, france",None
Hofuf1913,SAUDI ARABIA,25.380026,49.5887652,452,HOFUF,1913.0,"['Turkey', 'Arabian', 'al-Hasa', 'Hofuf', 'Riyadh']",SAUDI-OTTOMAN WARS,SAUDIS,OTTOMAN EMPIRE,LAND,NO,"[""['Turkey'"", ""'Arabian'"", ""'al-Hasa'"", ""'Hofuf'"", ""'Riyadh']"", 'SAUDIS', 'OTTOMAN EMPIRE']",None,None
Hogfors1789,FINLAND,60.4316453,24.2611446,452,HOGFORS,1789.0,"['Swedish', 'Finland', 'Fredrik-', 'Swedish', 'Finland', 'Helsinki']",2ND RUSSO-SWEDISH WAR,RUSSIA,SWEDEN,LAND AND SEA,NO,"[""['Swedish'"", ""'Finland'"", ""'Fredrik-'"", ""'Swedish'"", ""'Finland'"", ""'Helsinki']"", 'RUSSIA', 'SWEDEN']",russia,None
Hogland1788,FINLAND,60.0594851,26.9826793,452,HOGLAND,1788.0,"['Sweden', 'Finland', 'Russia', 'Sursaari', 'Russian', 'Swedes']",2ND RUSSO-SWEDISH WAR,RUSSIA,SWEDEN,SEA,NO,"[""['Sweden'"", ""'Finland'"", ""'Russia'"", ""'Sursaari'"", ""'Russian'"", ""'Swedes']"", 'RUSSIA', 'SWEDEN']",russia,None
Hohenfriedberg1745,POLAND,50.9589594,16.2920067,452,HOHENFRIEDBERG,1745.0,"['Prince Charles of Lorraine', 'Streigau', 'Austrians', 'Bohemia', 'Silesia']",WAR OF THE AUSTRIAN SUCCESSION,PRUSSIA,"AUSTRIA, SAXONY",LAND,NO,"[""['Prince Charles of Lorraine'"", ""'Streigau'"", ""'Austrians'"", ""'Bohemia'"", ""'Silesia']"", 'PRUSSIA', 'AUSTRIA', 'SAXONY']",None,None
Hohenlinden1800,GERMANY,48.1573992,11.9965522,452,HOHENLINDEN,1800.0,"['Hohenlinden', 'French', 'Austrian', 'Austria', 'French']",FRENCH REVOLUTIONARY WARS (2ND COALITION),FRANCE,HABSBURG EMPIRE,LAND,NO,"[""['Hohenlinden'"", ""'French'"", ""'Austrian'"", ""'Austria'"", ""'French']"", 'FRANCE', 'HABSBURG EMPIRE']",france,None
Hojuji1184,JAPAN,34.9874657,135.7726655,453,HOJUJI,1184.0,"['Kyoto', 'Shinowara', 'Kamakura', 'Kyoto', 'Yoritomo']",GEMPEI WAR,MINAMOTO,EMPEROR GO-SHINAKAWA,LAND,NO,"[""['Kyoto'"", ""'Shinowara'"", ""'Kamakura'"", ""'Kyoto'"", ""'Yoritomo']"", 'MINAMOTO', 'EMPEROR GO-SHINAKAWA']",None,None
Hokes Run1861,UNITED STATES,39.3491272,-78.0351859,453,HOKES RUN,1861.0,"['Williamsport', 'Martinsburg', 'West Virginia']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['Williamsport'"", ""'Martinsburg'"", ""'West Virginia']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Hollandia1944,PAPUA NEW GUINEA,-6.314993,143.95555,453,HOLLANDIA,1944.0,"['Japanese', 'New         ', 'Guinea', 'American', 'Hollandia', 'Japanese', 'Wewak', 'Aitape']",WORLD WAR II,UNITED STATES,JAPAN,LAND,NO,"[""['Japanese'"", ""'New         '"", ""'Guinea'"", ""'American'"", ""'Hollandia'"", ""'Japanese'"", ""'Wewak'"", ""'Aitape']"", 'UNITED STATES', 'JAPAN']",united states,None
Hollarbrunn1805,AUSTRIA,48.5625696,16.0787228,453,HOLLARBRUNN,1805.0,"['Vienna', 'Russian', 'Vienna']",NAPOLEONIC WARS (3RD COALITION),RUSSIA,FRANCE,LAND,NO,"[""['Vienna'"", ""'Russian'"", ""'Vienna']"", 'RUSSIA', 'FRANCE']","france, russia",None
Holme905,UNITED KINGDOM,51.2455731,-0.2043961,453,HOLME,905.0,"['Britain', 'East Anglia', 'Holme', 'Holmesdale', 'Danish', 'Tempsford']",VIKING WARS IN BRITAIN,DANISH EAST ANGLIA,MERCIA,LAND,NO,"[""['Britain'"", ""'East Anglia'"", ""'Holme'"", ""'Holmesdale'"", ""'Danish'"", ""'Tempsford']"", 'DANISH EAST ANGLIA', 'MERCIA']",None,None
Holowczyn1708,BELARUS,54.058504,29.9208485,453,HOLOWCZYN,1708.0,"['Sweden', 'Russia', 'Russians', 'Dneiper', 'Ukraine']",2ND GREAT NORTHERN WAR,SWEDEN,RUSSIA,LAND,NO,"[""['Sweden'"", ""'Russia'"", ""'Russians'"", ""'Dneiper'"", ""'Ukraine']"", 'SWEDEN', 'RUSSIA']",russia,None
Holy Ground1813,UNITED STATES,32.3482948,-86.6890901,453,HOLY GROUND,1813.0,"['American', 'Econochaca', 'Alabama']",CREEK INDIAN WAR,UNITED STATES,CREEK INDIANS,LAND,NO,"[""['American'"", ""'Econochaca'"", ""'Alabama']"", 'UNITED STATES', 'CREEK INDIANS']",united states,None
Homildon Hill1402,UNITED KINGDOM,55.5504719,-2.0492295,453,HOMILDON HILL,1402.0,"['Anglo', 'Scottish', 'Nesbit', 'Archi-', 'Northumberland']",ANGLO-SCOTTISH BORDER WARS,ENGLAND,SCOTLAND,LAND,NO,"[""['Anglo'"", ""'Scottish'"", ""'Nesbit'"", ""'Archi-'"", ""'Northumberland']"", 'ENGLAND', 'SCOTLAND']",united kingdom,None
Homs1281,SYRIA,34.7324273,36.7136959,454,HOMS,1281.0,"['Mongol', 'Syria', 'Armenia', 'Christian', 'Homs', 'Mongols']",MONGOL INVASION OF THE MIDDLE EAST,MAMLUKES,"MONGOLS, ARMENIA, CRUSADERS",LAND,NO,"[""['Mongol'"", ""'Syria'"", ""'Armenia'"", ""'Christian'"", ""'Homs'"", ""'Mongols']"", 'MAMLUKES', 'MONGOLS', 'ARMENIA', 'CRUSADERS']",None,None
Homs1832,SYRIA,34.7324273,36.7136959,454,HOMS,1832.0,"['Egyptian', 'Syria', 'Damascus', 'Lebanon', 'Ibrahim', 'Ottoman', 'Belen']",1ST TURKO-EGYPTIAN WAR,EGYPT,OTTOMAN EMPIRE,LAND,NO,"[""['Egyptian'"", ""'Syria'"", ""'Damascus'"", ""'Lebanon'"", ""'Ibrahim'"", ""'Ottoman'"", ""'Belen']"", 'EGYPT', 'OTTOMAN EMPIRE']",None,None
Hondschoote1793,FRANCE,50.980922,2.585869,454,HONDSCHOOTE,1793.0,"['French', 'British-Hanoverian', 'Belgium']",FRENCH REVOLUTIONARY WARS (1ST COALITION),FRANCE,"UNITED KINGDOM, HANOVER",LAND,NO,"[""['French'"", ""'British-Hanoverian'"", ""'Belgium']"", 'FRANCE', 'UNITED KINGDOM', 'HANOVER']","france, united kingdom",None
Honey Hill1864,UNITED STATES,32.4740765,-80.9721961,454,HONEY HILL,1864.0,"['Georgia', 'Savannah']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,LAND,NO,"[""['Georgia'"", ""'Savannah']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
Honey Springs1863,UNITED STATES,35.5306902,-95.4856146,454,HONEY SPRINGS,1863.0,"['Indian', 'Honey Springs', 'Oklahoma', 'Elk Creek', 'American', 'Indians', 'Arkansas']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['Indian'"", ""'Honey Springs'"", ""'Oklahoma'"", ""'Elk Creek'"", ""'American'"", ""'Indians'"", ""'Arkansas']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Hong Kong1941,CHINA,22.283333,114.15,454,HONG KONG,1941.0,"['Hong Kong', 'China', 'Japanese', 'Kowloon', 'British', 'Hong Kong Island', 'British', 'Japanese', 'British', 'Indian', 'Canadian']",WORLD WAR II,JAPAN,"UNITED KINGDOM, CANADA",LAND,NO,"[""['Hong Kong'"", ""'China'"", ""'Japanese'"", ""'Kowloon'"", ""'British'"", ""'Hong Kong Island'"", ""'British'"", ""'Japanese'"", ""'British'"", ""'Indian'"", ""'Canadian']"", 'JAPAN', 'UNITED KINGDOM', 'CANADA']",united kingdom,None
Hong-638,CHINA,28.8158329,103.5687707,454,HONG,-638.0,['Xiang'],WARS OF CHINA'S SPRING AND AUTUMN ERA,"ZHENG, CHU","SONG, WEI, DENG, XU, CHEN",LAND,NO,"[""['Xiang']"", 'ZHENG', 'CHU', 'SONG', 'WEI', 'DENG', 'XU', 'CHEN']",None,None
Honnecourt1642,FRANCE,50.0345282,3.170714,"SHOWALTER, P385",HONNECOURT,1642.0,,FRANCO-SPANISH WAR,SPAIN,FRANCE,LAND,NO,"['', 'SPAIN', 'FRANCE']",france,None
Hooglede1794,BELGIUM,50.9786175,3.0815036,454,HOOGLEDE,1794.0,"['Hooglede', 'French', 'Austrian', 'French']",FRENCH REVOLUTIONARY WARS (1ST COALITION),FRANCE,"AUSTRIA, HESSE, UNITED KINGDOM",LAND,NO,"[""['Hooglede'"", ""'French'"", ""'Austrian'"", ""'French']"", 'FRANCE', 'AUSTRIA', 'HESSE', 'UNITED KINGDOM']","france, united kingdom",None
Hooglhy1632,INDIA,22.896256,88.2461183,455,HOOGLHY,1632.0,"['Portuguese', 'Portuguese', 'Bengal', 'Mughal', 'Hooghly', 'European', 'Indian', 'Christians', 'Christians']",LATER PORTUGUESE COLONIAL WARS IN ASIA,MUGHAL EMPIRE,PORTUGAL,LAND,NO,"[""['Portuguese'"", ""'Portuguese'"", ""'Bengal'"", ""'Mughal'"", ""'Hooghly'"", ""'European'"", ""'Indian'"", ""'Christians'"", ""'Christians']"", 'MUGHAL EMPIRE', 'PORTUGAL']",None,None
Hoogstraaten1814,BELGIUM,51.4404461,4.6886325,"CLODFELTER, P167",HOOGSTRAATEN,1814.0,,NAPOLEONIC WARS (FRENCH CAMPAIGN),PRUSSIA,FRANCE,LAND,NO,"['', 'PRUSSIA', 'FRANCE']",france,None
Hook (1st)1952,NORTH KOREA,37.982327,126.8481998,455,HOOK (1ST),1952.0,"['Korea', 'Chinese', 'American']",KOREAN WAR,UNITED STATES,CHINA,LAND,NO,"[""['Korea'"", ""'Chinese'"", ""'American']"", 'UNITED STATES', 'CHINA']","china, united states",united states
Hook (2nd)1952,NORTH KOREA,37.982327,126.8481998,455,HOOK (2ND),1952.0,"['American', 'Seoul', 'Chinese', 'British', 'Chinese']",KOREAN WAR,UNITED KINGDOM,CHINA,LAND,NO,"[""['American'"", ""'Seoul'"", ""'Chinese'"", ""'British'"", ""'Chinese']"", 'UNITED KINGDOM', 'CHINA']","china, united kingdom",united kingdom
Hook1953,NORTH KOREA,37.982327,126.8481998,455,HOOK,1953.0,['Chinese'],KOREAN WAR,UNITED KINGDOM,CHINA,LAND,NO,"[""['Chinese']"", 'UNITED KINGDOM', 'CHINA']","china, united kingdom",united kingdom
Hoovers Gap1863,UNITED STATES,34.3949991,-109.3437652,455,HOOVERS GAP,1863.0,"['American', 'Nashville', 'Shelbyville', 'Tennessee', 'Bragg']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['American'"", ""'Nashville'"", ""'Shelbyville'"", ""'Tennessee'"", ""'Bragg']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Hopton Heath1643,UNITED KINGDOM,52.4138277,-2.9504636,455,HOPTON HEATH,1643.0,"['British', 'Northampton', 'Banbury', 'Royalist', 'Stafford', 'Northampton']",BRITISH CIVIL WARS,ROYALISTS,PARLIAMENTARIANS,LAND,NO,"[""['British'"", ""'Northampton'"", ""'Banbury'"", ""'Royalist'"", ""'Stafford'"", ""'Northampton']"", 'ROYALISTS', 'PARLIAMENTARIANS']",None,None
Horaniu1943,SOLOMON ISLANDS,-7.683333,156.7311443,455,HORANIU,1943.0,"['Georgia', 'Japanese', 'Horaniu', 'Japanese']",WORLD WAR II,JAPAN,UNITED STATES,SEA,NO,"[""['Georgia'"", ""'Japanese'"", ""'Horaniu'"", ""'Japanese']"", 'JAPAN', 'UNITED STATES']",united states,None
Horice1423,CZECHIA,50.3660891,15.6318398,455,HORICE,1423.0,"['Bohemia', 'Hussite', 'Horice']",HUSSITE WARS,HUSSITES,HABSBURG EMPIRE,LAND,NO,"[""['Bohemia'"", ""'Hussite'"", ""'Horice']"", 'HUSSITES', 'HABSBURG EMPIRE']",None,None
Hormizdagan224,IRAN,33.2143375,50.0410503,456,HORMIZDAGAN,224.0,"['Sassanian', 'Persia', 'Sassanian Empire', 'Portuguese', 'Arabia', 'Portuguese', 'Muscat', 'Oman', 'Hormuz', 'Hormuz', 'Portuguese']",PERSIAN-PARTHIAN WAR,PERSIA,PARTHIA,LAND,NO,"[""['Sassanian'"", ""'Persia'"", ""'Sassanian Empire'"", ""'Portuguese'"", ""'Arabia'"", ""'Portuguese'"", ""'Muscat'"", ""'Oman'"", ""'Hormuz'"", ""'Hormuz'"", ""'Portuguese']"", 'PERSIA', 'PARTHIA']",None,None
Hormuz1507-1508,IRAN,26.5944754,56.4719928,456,HORMUZ,,"['Portuguese', 'Arabia', 'Arabia', 'Aden', 'Portuguese', 'Hormuz', 'Portugal', 'Arabia']",PORTUGUESE COLONIAL WARS IN ARABIA,PORTUGAL,HORMUZ,LAND AND SEA,NO,"[""['Portuguese'"", ""'Arabia'"", ""'Arabia'"", ""'Aden'"", ""'Portuguese'"", ""'Hormuz'"", ""'Portugal'"", ""'Arabia']"", 'PORTUGAL', 'HORMUZ']",None,None
Hormuz1515,IRAN,26.5944754,56.4719928,456,HORMUZ,1515.0,"['Anglo', 'English', 'Jask', 'East India', 'Portuguese', 'Kishm', 'Hormuz', 'Persian']",PORTUGUESE COLONIAL WARS IN ARABIA,PORTUGAL,HORMUZ,LAND AND SEA,NO,"[""['Anglo'"", ""'English'"", ""'Jask'"", ""'East India'"", ""'Portuguese'"", ""'Kishm'"", ""'Hormuz'"", ""'Persian']"", 'PORTUGAL', 'HORMUZ']",None,None
Hormuz1622,IRAN,27.090459,56.448934,456,HORMUZ,1622.0,[],ANGLO-PORTUGUESE COLONIAL WARS,"ENGLAND, SAFAVID PERSIA",PORTUGAL,LAND,NO,"['[]', 'ENGLAND', 'SAFAVID PERSIA', 'PORTUGAL']",united kingdom,None
Hornkranz1893,NAMIBIA,-23.35,16.4311443,456,HORNKRANZ,1893.0,"['German', 'German']",GERMAN COLONIAL WARS IN AFRICA,NAMA,GERMANY,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['German'"", ""'German']"", 'NAMA', 'GERMANY']",None,None
Horokiri1846,NEW ZEALAND,-41.0587812,174.9155327,456,HOROKIRI,1846.0,"['Wellington', 'British', 'Wellington']",1ST NEW ZEALAND WAR,MAORI,"UNITED KINGDOM, MAORI ALLIES",LAND,NO,"[""['Wellington'"", ""'British'"", ""'Wellington']"", 'MAORI', 'UNITED KINGDOM', 'MAORI ALLIES']",united kingdom,None
Horreum Margi505,ITALY,44.2053601,20.6671275,456,HORREUM MARGI,505.0,"['Italy', 'Italy', 'Bulgarian', 'Mundo', 'Serbia']",GOTHIC WAR IN ITALY,"HUNS, GOTHS","BYZANTIUM, BULGARIA",LAND,NO,"[""['Italy'"", ""'Italy'"", ""'Bulgarian'"", ""'Mundo'"", ""'Serbia']"", 'HUNS', 'GOTHS', 'BYZANTIUM', 'BULGARIA']",None,None
Horseshoe Bend1814,UNITED STATES,32.9761442,-85.7362218,457,HORSESHOE BEND,1814.0,"['Alabama', 'Dadeville', 'Indians']",CREEK INDIAN WAR,UNITED STATES,CREEK INDIANS,LAND,NO,"[""['Alabama'"", ""'Dadeville'"", ""'Indians']"", 'UNITED STATES', 'CREEK INDIANS']",united states,None
Hostalrich1809,SPAIN,41.7433285,2.6276966,,HOSTALRICH,1809.0,[],NAPOLEONIC WARS,SPAIN,FRANCE,LAND,NO,"['[]', 'SPAIN', 'FRANCE']",france,None
Hoton Nor1731,MONGOLIA,48.5896393,89.053551,457,HOTON NOR,1731.0,"['Chinese', 'Kangxi', 'Mongolia', 'Khobdo']",CHINESE-MONGOL WARS,MONGOLS,CHINA,LAND,NO,"[""['Chinese'"", ""'Kangxi'"", ""'Mongolia'"", ""'Khobdo']"", 'MONGOLS', 'CHINA']",china,None
Hoxne870,UNITED KINGDOM,52.353399,1.198584,457,HOXNE,870.0,"['Britain', 'Ivar']",VIKING WARS IN BRITAIN,VIKINGS,EAST ANGLIA,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Britain'"", ""'Ivar']"", 'VIKINGS', 'EAST ANGLIA']",None,None
Hoyerswerda1813,GERMANY,51.4388605,14.2536419,"SHOWALTER, P446",HOYERSWERDA,1759.0,,SEVEN YEARS WAR,PRUSSIA,HABSBURG EMPIRE,LAND,NO,"['', 'PRUSSIA', 'HABSBURG EMPIRE']",None,None
Hoyerswerda1813,GERMANY,51.4388605,14.2536419,457,HOYERSWERDA,1813.0,"['Berlin', 'Prussian', 'French', 'Dresden']",NAPOLEONIC WARS (WAR OF LIBERATION),FRANCE,PRUSSIA,LAND,NO,"[""['Berlin'"", ""'Prussian'"", ""'French'"", ""'Dresden']"", 'FRANCE', 'PRUSSIA']",france,None
Hsiang-t'an1854,CHINA,27.866667,112.9311443,"CLODFELTER, P228",HSIANG-T'AN,1854.0,,TAIPING REBELLION,CHINA,TAIPING,LAND,NO,"['', 'CHINA', 'TAIPING']",china,None
Hua-Shu1864,CHINA,31.8344,120.4608113,"CLODFELTER, P229",HUA-SHU,1864.0,,TAIPING REBELLION,CHINA,TAIPING,LAND,BATTLE FOLLOWED BY MASSACRE,"['', 'CHINA', 'TAIPING']",china,None
Huachi1820,ECUADOR,-1.2728525,-78.6602676,458,HUACHI,1820.0,"['Ecuador', 'Huachi', 'Royalist']",ECUADORIAN WAR OF INDEPENDENCE,SPAIN,ECUADORIAN REBELS,LAND,NO,"[""['Ecuador'"", ""'Huachi'"", ""'Royalist']"", 'SPAIN', 'ECUADORIAN REBELS']",None,None
Huachi1821,ECUADOR,-1.2728525,-78.6602676,458,HUACHI,1821.0,"['Yaguachi', 'Spanish', 'Huachi', 'Ambato']",ECUADORIAN WAR OF INDEPENDENCE,SPAIN,ECUADORIAN REBELS,LAND,NO,"[""['Yaguachi'"", ""'Spanish'"", ""'Huachi'"", ""'Ambato']"", 'SPAIN', 'ECUADORIAN REBELS']",None,None
Huaihai1948,CHINA,34.068333,116.6,,HUAIHAI,1948.0,"['Huaihai', 'Chinese', 'China', 'Communist', 'Nationalist', 'Xuzhou', 'Bai', 'Chongxi', 'Huaihai', 'Nationalist']",3RD CHINESE REVOLUTIONARY CIVIL WAR,CHINESE COMMUNISTS,CHINESE NATIONALISTS,LAND,NO,"[""['Huaihai'"", ""'Chinese'"", ""'China'"", ""'Communist'"", ""'Nationalist'"", ""'Xuzhou'"", ""'Bai'"", ""'Chongxi'"", ""'Huaihai'"", ""'Nationalist']"", 'CHINESE COMMUNISTS', 'CHINESE NATIONALISTS']",None,None
Huaiqing1853,CHINA,35.2818084,111.8611745,458,HUAIQING,1853.0,"['Nanjing', 'Qinyang', 'Luoyang', 'Beijing', 'Shanxi']",TAIPING REBELLION,CHINA,TAIPING,LAND,NO,"[""['Nanjing'"", ""'Qinyang'"", ""'Luoyang'"", ""'Beijing'"", ""'Shanxi']"", 'CHINA', 'TAIPING']",china,None
Huaixi815,CHINA,23.3140214,111.0303118,HUTCHINSON,HUAIXI,815.0,,AN LUSHAN'S REBELLION,TANG,HUAIXI,LAND,NO,"['', 'TANG', 'HUAIXI']",None,None
Hualqui1819,CHILE,-36.9737875,-72.9368437,458,HUALQUI,1819.0,[],CHILEAN WAR OF INDEPENDENCE,CHILEAN REBELS,SPAIN,LAND,NO,"['[]', 'CHILEAN REBELS', 'SPAIN']",None,None
Huamachuco1883,PERU,-7.816461,-78.0452048,458,HUAMACHUCO,1883.0,"['Lima', 'Peruvian', 'Chilean', 'Peruvian', 'Chileans', 'Peru']",WAR OF THE PACIFIC,CHILE,PERU,LAND,NO,"[""['Lima'"", ""'Peruvian'"", ""'Chilean'"", ""'Peruvian'"", ""'Chileans'"", ""'Peru']"", 'CHILE', 'PERU']",None,None
Huamantla1847,MEXICO,19.3184941,-97.9233826,458,HUAMANTLA,1847.0,"['Mexican', 'Mexicans']",AMERICAN-MEXICAN WAR,UNITED STATES,MEXICO,LAND,NO,"[""['Mexican'"", ""'Mexicans']"", 'UNITED STATES', 'MEXICO']",united states,None
Huanerzhui1211,CHINA,42.4644106,106.1877288,1211,HUANERZHUI,1211.0,,CONQUESTS OF GENGHIS KHAN,MONGOLS,"JIN, KARA KHITAI",LAND,NO,"['', 'MONGOLS', 'JIN', 'KARA KHITAI']",None,None
Huanglong1115,CHINA,32.7541745,103.8200313,HUTCHINSON,HUANGLONG,1115.0,,,JIN,KHITANS,LAND,NO,"['', 'JIN', 'KHITANS']",None,None
Huangqiao1940,CHINA,29.0806,114.0638113,"CLODFELTER, P367",HUANGQIAO,1940.0,,3RD CHINESE REVOLUTIONARY CIVIL WAR,CHINESE COMMUNISTS,CHINESE NATIONALISTS,LAND,NO,"['', 'CHINESE COMMUNISTS', 'CHINESE NATIONALISTS']",None,None
Huangshachang1866,CHINA,23.600991,102.4634855,"CLODFELTER, P230",HUANGSHACHANG,1866.0,,TAIPING REBELLION,CHINA,TAIPING,LAND,BATTLE FOLLOWED BY MASSACRE,"['', 'CHINA', 'TAIPING']",china,None
Huanta1814,PERU,-12.9384113,-74.2502122,459,HUANTA,1814.0,"['Indian', 'Huamanga', 'Indian', 'Huanta', 'Ayacucho', 'Royalist', 'Lima', 'Indians']",PERUVIAN WAR OF INDEPENDENCE,SPAIN,PERUVIAN INDIANS,LAND,NO,"[""['Indian'"", ""'Huamanga'"", ""'Indian'"", ""'Huanta'"", ""'Ayacucho'"", ""'Royalist'"", ""'Lima'"", ""'Indians']"", 'SPAIN', 'PERUVIAN INDIANS']",None,None
Huaqui1811,BOLIVIA,-16.6113528,-68.8347313,459,HUAQUI,1811.0,"['Suipacha', 'Upper Peru', 'Bolivia', 'Spanish', 'Bolivia', 'Spanish']",ARGENTINE WAR OF INDEPENDENCE,SPAIN,ARGENTINIAN REBELS,LAND,NO,"[""['Suipacha'"", ""'Upper Peru'"", ""'Bolivia'"", ""'Spanish'"", ""'Bolivia'"", ""'Spanish']"", 'SPAIN', 'ARGENTINIAN REBELS']",None,None
Huara1891,CHILE,-19.9972461,-69.7718515,459,HUARA,1891.0,"['Pinochet', 'San Francisco', 'Congressist', 'Pozo']",CHILEAN CIVIL WAR,CHILEAN PRESIDENTIALISTS,CHILEAN CONGRESSISTS,LAND,NO,"[""['Pinochet'"", ""'San Francisco'"", ""'Congressist'"", ""'Pozo']"", 'CHILEAN PRESIDENTIALISTS', 'CHILEAN CONGRESSISTS']",None,None
Huarina1547,BOLIVIA,-16.1931148,-68.5992403,459,HUARINA,1547.0,"['Spanish', 'Peru', 'Spain', 'Perus']",SPANISH CIVIL WAR IN PERU,SPANISH ROYALISTS,PIZZARISTS,LAND,NO,"[""['Spanish'"", ""'Peru'"", ""'Spain'"", ""'Perus']"", 'SPANISH ROYALISTS', 'PIZZARISTS']",None,None
Huatai450,CHINA,37.635442,118.5391393,459,HUATAI,450.0,"['China', 'Jixian', 'Shandong']",WARS OF THE SIX DYNASTIES,WEI,SONG,LAND,NO,"[""['China'"", ""'Jixian'"", ""'Shandong']"", 'WEI', 'SONG']",None,None
Huayin211,CHINA,34.566064,110.092644,459,HUAYIN,211.0,['Huayin'],WARS OF THE THREE KINGDOMS,CAO CAO,"MA CHAO, HUN SUI",LAND,NO,"[""['Huayin']"", 'CAO CAO', 'MA CHAO', 'HUN SUI']",None,None
