ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Theatre,Massacre,all_participants,nuclear_countries_involved,active_nuclear_countries_during_conflict
Addis Ababa1991,ETHIOPIA,8.9806034,38.7577605,9,ADDIS ABABA,1991.0,"['Addis Ababa', 'Ethiopian', 'Eritrea', 'Addis Ababa', 'Tigrayan']",2ND ETHIOPIAN CIVIL WAR,ETHIOPIAN REBELS,ETHIOPIA,LAND,NO,"[""['Addis Ababa'"", ""'Ethiopian'"", ""'Eritrea'"", ""'Addis Ababa'"", ""'Tigrayan']"", 'ETHIOPIAN REBELS', 'ETHIOPIA']",None,None
Addis Ababa1991,ETHIOPIA,8.9806034,38.7577605,9,ADDIS ABABA,1991.0,"['Addis Ababa', 'Ethiopian', 'Eritrea', 'Addis Ababa', 'Tigrayan']",2ND ETHIOPIAN CIVIL WAR,ETHIOPIAN REBELS,ETHIOPIA,LAND,NO,"[""['Addis Ababa'"", ""'Ethiopian'"", ""'Eritrea'"", ""'Addis Ababa'"", ""'Tigrayan']"", 'ETHIOPIAN REBELS', 'ETHIOPIA']",None,None
Addis Ababa1991,ETHIOPIA,8.9806034,38.7577605,9,ADDIS ABABA,1991.0,"['Addis Ababa', 'Ethiopian', 'Eritrea', 'Addis Ababa', 'Tigrayan']",2ND ETHIOPIAN CIVIL WAR,ETHIOPIAN REBELS,ETHIOPIA,LAND,NO,"[""['Addis Ababa'"", ""'Ethiopian'"", ""'Eritrea'"", ""'Addis Ababa'"", ""'Tigrayan']"", 'ETHIOPIAN REBELS', 'ETHIOPIA']",None,None
Addis Ababa1991,ETHIOPIA,8.9806034,38.7577605,9,ADDIS ABABA,1991.0,"['Addis Ababa', 'Ethiopian', 'Eritrea', 'Addis Ababa', 'Tigrayan']",2ND ETHIOPIAN CIVIL WAR,ETHIOPIAN REBELS,ETHIOPIA,LAND,NO,"[""['Addis Ababa'"", ""'Ethiopian'"", ""'Eritrea'"", ""'Addis Ababa'"", ""'Tigrayan']"", 'ETHIOPIAN REBELS', 'ETHIOPIA']",None,None
Aden1513,YEMEN,12.7854969,45.0186548,9,ADEN,1513.0,"['Portuguese', 'Arabia', 'Portuguese', 'Aden', 'Portugal', 'Hormuz', 'Aden', 'Ottomans']",PORTUGUESE WARS IN AFRICA,OTTOMAN EMPIRE,PORTUGAL,LAND,NO,"[""['Portuguese'"", ""'Arabia'"", ""'Portuguese'"", ""'Aden'"", ""'Portugal'"", ""'Hormuz'"", ""'Aden'"", ""'Ottomans']"", 'OTTOMAN EMPIRE', 'PORTUGAL']",None,None
Aden1839,YEMEN,12.7854969,45.0186548,9,ADEN,1839.0,"['Anglo', 'Aden', 'Yemen', 'British', 'British', 'India', 'Aden', 'British']",ANGLO-ARAB WARS,UNITED KINGDOM,YEMEN,LAND,NO,"[""['Anglo'"", ""'Aden'"", ""'Yemen'"", ""'British'"", ""'British'"", ""'India'"", ""'Aden'"", ""'British']"", 'UNITED KINGDOM', 'YEMEN']",united kingdom,None
Aden1986,YEMEN,12.7854969,45.0186548,9,ADEN,1986.0,"['Aden', 'Yemeni', 'Yemen', 'Aden']",YEMENI CIVIL WARS,DRAW,,LAND,NO,"[""['Aden'"", ""'Yemeni'"", ""'Yemen'"", ""'Aden']"", 'DRAW', '']",None,None
Aden1994,YEMEN,12.7854969,45.0186548,9,ADEN,1994.0,"['Aden', 'Yemeni', 'North and South Yemen', 'a Democratic Republic of Yemen']",YEMENI CIVIL WARS,YEMEN,DEMOCRATIC REPUBLIC OF YEMEN,LAND,NO,"[""['Aden'"", ""'Yemeni'"", ""'North and South Yemen'"", ""'a Democratic Republic of Yemen']"", 'YEMEN', 'DEMOCRATIC REPUBLIC OF YEMEN']",None,None
Adibo1896,GHANA,9.3069629,0.0229168,10,ADIBO,1896.0,"['German', 'German', 'Togoland', 'Ghana', 'German']",GERMAN COLONIAL WARS IN AFRICA,GERMANY,DAGOMBA TRIBESMEN,LAND,NO,"[""['German'"", ""'German'"", ""'Togoland'"", ""'Ghana'"", ""'German']"", 'GERMANY', 'DAGOMBA TRIBESMEN']",None,None
Adige-102,ITALY,45.9056808,10.3153889,10,ADIGE,-102.0,"['Gaul', 'Roman', 'Italy']",ROME'S GALLIC WARS,CIMBRI GAULS,ROME,LAND,NO,"[""['Gaul'"", ""'Roman'"", ""'Italy']"", 'CIMBRI GAULS', 'ROME']",None,None
Adigrat1935,ETHIOPIA,14.276944,39.460833,"SHOWALTER, P796-797",ADIGRAT,1935.0,,2ND ITALO-ETHIOPIAN WAR,ITALY,ETHIOPIA,LAND,NO,"['', 'ITALY', 'ETHIOPIA']",None,None
Adiliya1218,EGYPT,31.3948239,31.7546821,10,ADILIYA,1218.0,"['Egypt', 'Palestine', 'Damietta']",5TH CRUSADE,"KINGDOM OF JERUSALEM, EUROPEAN CRUSADERS",AYYUBID CALIPHATE,LAND,NO,"[""['Egypt'"", ""'Palestine'"", ""'Damietta']"", 'KINGDOM OF JERUSALEM', 'EUROPEAN CRUSADERS', 'AYYUBID CALIPHATE']",None,None
Admagetobriga-61,FRANCE,46.8278005,5.1965099,10,ADMAGETOBRIGA,-61.0,"['Germanic', 'Suebian', 'Sequani', 'Aedui', 'Rome', 'Germanic', 'Admagetobriga', 'Alsace']",ROME'S LATER GALLIC WARS,SUEBIANS,AEDUI,LAND,NO,"[""['Germanic'"", ""'Suebian'"", ""'Sequani'"", ""'Aedui'"", ""'Rome'"", ""'Germanic'"", ""'Admagetobriga'"", ""'Alsace']"", 'SUEBIANS', 'AEDUI']",None,None
Admin Box1944,MYANMAR,21.647067,91.5459743,10,ADMIN BOX,1944.0,"['British', 'Arakan', 'Japanese', 'British']",['WORLD WAR II'],UNITED KINGDOM,JAPAN,LAND,NO,"[""['British'"", ""'Arakan'"", ""'Japanese'"", ""'British']"", 'UNITED KINGDOM', 'JAPAN']",united kingdom,None
Admiralty Islands1944,PAPUA NEW GUINEA,-2.0941169,146.8760951,10,ADMIRALTY ISLANDS,1944.0,"['American', 'Ad-    miralty Islands', 'Papua New Guinea', 'Australian', 'Americans', 'Japanese']",['WORLD WAR II'],"UNITED STATES, AUSTRALIA",JAPAN,LAND,NO,"[""['American'"", ""'Ad-    miralty Islands'"", ""'Papua New Guinea'"", ""'Australian'"", ""'Americans'"", ""'Japanese']"", 'UNITED STATES', 'AUSTRALIA', 'JAPAN']",united states,None
Adobe Walls1864,UNITED STATES,29.4035274,-103.6033842,10,ADOBE WALLS,1864.0,"['Texas', 'New Mexico']",COMANCHE INDIAN WARS,UNITED STATES,COMANCHE INDIANS,LAND,NO,"[""['Texas'"", ""'New Mexico']"", 'UNITED STATES', 'COMANCHE INDIANS']",united states,None
Adobe Walls1874,UNITED STATES,29.4035274,-103.6033842,10,ADOBE WALLS,1874.0,"['Kiowa', 'Texas', 'Indians']",['INDIAN WAR       '],UNITED STATES,"COMANCHE INDIANS, KIOWA INDIANS, ARAPAHO INDIANS, CHEYENNE INDIANS",LAND,NO,"[""['Kiowa'"", ""'Texas'"", ""'Indians']"", 'UNITED STATES', 'COMANCHE INDIANS', 'KIOWA INDIANS', 'ARAPAHO INDIANS', 'CHEYENNE INDIANS']",united states,None
Adowa1896,ETHIOPIA,14.1636465,38.8937176,11,ADOWA,1896.0,"['Italo', 'Italian', 'Ethiopia', 'Italian', 'Adowa', 'Ethiopian', 'European']",1ST ITALO-ETHIOPIAN WAR,ETHIOPIA,ITALY,LAND,NO,"[""['Italo'"", ""'Italian'"", ""'Ethiopia'"", ""'Italian'"", ""'Adowa'"", ""'Ethiopian'"", ""'European']"", 'ETHIOPIA', 'ITALY']",None,None
Adowa1935,ETHIOPIA,14.1636465,38.8937176,11,ADOWA,1935.0,"['Italo', 'Ethiopia', 'Adowa', 'Ethiopia']",2ND ITALO-ETHIOPIAN WAR,ITALY,ETHIOPIA,LAND,NO,"[""['Italo'"", ""'Ethiopia'"", ""'Adowa'"", ""'Ethiopia']"", 'ITALY', 'ETHIOPIA']",None,None
Adranum-344,ITALY,37.6627555,14.8326154,11,ADRANUM,-344.0,"['Carthaginians', 'Carthaginians']",['TIMOLEONS WAR'],CORINTHIANS,CARTHAGE,LAND,NO,"[""['Carthaginians'"", ""'Carthaginians']"", 'CORINTHIANS', 'CARTHAGE']",None,None
Adrianople (2nd)1913,TURKEY,41.6771297,26.5557145,12,ADRIANOPLE (2ND),1913.0,"['Balkan', 'Bulgaria', 'Thrace', 'Bulgarians', 'Turkey']",2ND BALKAN (INTER-ALLIED) WAR,OTTOMAN EMPIRE,BULGARIA,LAND,NO,"[""['Balkan'"", ""'Bulgaria'"", ""'Thrace'"", ""'Bulgarians'"", ""'Turkey']"", 'OTTOMAN EMPIRE', 'BULGARIA']",None,None
Adrianople1205,TURKEY,41.6771297,26.5557145,11,ADRIANOPLE,1205.0,"['Bulgarian', 'Latin', 'Bulgarian', 'Thrace', 'Bulgaria', 'Bulgarians', 'Macedonia']",BULGARIAN IMPERIAL WARS,BULGAR EMPIRE,LATIN BYZANTIUM,LAND,NO,"[""['Bulgarian'"", ""'Latin'"", ""'Bulgarian'"", ""'Thrace'"", ""'Bulgaria'"", ""'Bulgarians'"", ""'Macedonia']"", 'BULGAR EMPIRE', 'LATIN BYZANTIUM']",None,None
Adrianople1255,TURKEY,41.6771297,26.5557145,11,ADRIANOPLE,1255.0,"['Bulgarian', 'Bulgaria', 'Bulgaria', 'Macedonia', 'Thrace']",BULGARIAN IMPERIAL WARS,BYZANTINE NICEA,BULGAR EMPIRE,LAND,NO,"[""['Bulgarian'"", ""'Bulgaria'"", ""'Bulgaria'"", ""'Macedonia'"", ""'Thrace']"", 'BYZANTINE NICEA', 'BULGAR EMPIRE']",None,None
Adrianople1355,TURKEY,41.6771297,26.5557145,12,ADRIANOPLE,1355.0,"['Serbian', 'Didymoteichon', 'Serbian', 'Byzantine', 'Edirne', 'Turkey']",SERBIAN IMPERIAL WARS,SERBIA,BYZANTIUM,LAND,NO,"[""['Serbian'"", ""'Didymoteichon'"", ""'Serbian'"", ""'Byzantine'"", ""'Edirne'"", ""'Turkey']"", 'SERBIA', 'BYZANTIUM']",None,None
Adrianople1362,TURKEY,41.6771297,26.5557145,12,ADRIANOPLE,1362.0,"['Byzantine', 'Serbia', 'Maritza', 'Kossovo', 'Turkish', 'Ottoman']",BYZANTINE-OTTOMAN WARS,OTTOMAN EMPIRE,BYZANTIUM,LAND,NO,"[""['Byzantine'"", ""'Serbia'"", ""'Maritza'"", ""'Kossovo'"", ""'Turkish'"", ""'Ottoman']"", 'OTTOMAN EMPIRE', 'BYZANTIUM']",None,None
Adrianople1829,TURKEY,41.6771297,26.5557145,12,ADRIANOPLE,1829.0,"['Russo', 'Russia', 'Greek', 'Bulgarian', 'Turkey', 'Greece', 'Russia']",RUSSO-TURKISH WARS,RUSSIA,OTTOMAN EMPIRE,LAND,NO,"[""['Russo'"", ""'Russia'"", ""'Greek'"", ""'Bulgarian'"", ""'Turkey'"", ""'Greece'"", ""'Russia']"", 'RUSSIA', 'OTTOMAN EMPIRE']",russia,None
Adrianople1912-1913,TURKEY,41.6771297,26.5557145,12,ADRIANOPLE,1912.0,"['Bulgarian', 'Ivanoff', 'Turks', 'Ivanoff', 'Serb']",['BALKAN WAR'],"BULGARIA, SERBIA",OTTOMAN EMPIRE,LAND,NO,"[""['Bulgarian'"", ""'Ivanoff'"", ""'Turks'"", ""'Ivanoff'"", ""'Serb']"", 'BULGARIA', 'SERBIA', 'OTTOMAN EMPIRE']",None,None
Adrianople324,TURKEY,41.6771297,26.5557145,11,ADRIANOPLE,324.0,"['Bulgarian', 'Eastern']",ROMAN WARS OF SUCCESSION,WESTERN EMPIRE,EASTERN EMPIRE,LAND,NO,"[""['Bulgarian'"", ""'Eastern']"", 'WESTERN EMPIRE', 'EASTERN EMPIRE']",None,None
Adrianople378,TURKEY,41.6771297,26.5557145,11,ADRIANOPLE,378.0,"['Thrace', 'Roman', 'Marcianopolis', 'Valens']",5TH GOTHIC WAR,GOTHS,ROME,LAND,NO,"[""['Thrace'"", ""'Roman'"", ""'Marcianopolis'"", ""'Valens']"", 'GOTHS', 'ROME']",None,None
Adrianople718,TURKEY,41.6771297,26.5557145,11,ADRIANOPLE,718.0,"['Muslim', 'Anchialus', 'Bulgarians', 'Maslama', 'Adrianople', 'Turkey', 'Muslims']",EARLY BYZANTINE-MUSLIM WARS,BULGAR KHANATE,UMAYYAD CALIPHATE,LAND,NO,"[""['Muslim'"", ""'Anchialus'"", ""'Bulgarians'"", ""'Maslama'"", ""'Adrianople'"", ""'Turkey'"", ""'Muslims']"", 'BULGAR KHANATE', 'UMAYYAD CALIPHATE']",None,None
Aduatuca-54,BELGIUM,50.78419,5.47449,12,ADUATUCA,-54.0,"['Eburones', 'Gaul', 'Romans']",ROME'S LATER GALLIC WARS,EBURONES,ROME,LAND,YES,"[""['Eburones'"", ""'Gaul'"", ""'Romans']"", 'EBURONES', 'ROME']",None,None
Aduatuca-57,BELGIUM,50.78419,5.47449,12,ADUATUCA,-57.0,"['Belgium', 'Liege', 'Brittany', 'Morbihan']",ROME'S LATER GALLIC WARS,ROME,ADUATUCI TRIBE,LAND,NO,"[""['Belgium'"", ""'Liege'"", ""'Brittany'"", ""'Morbihan']"", 'ROME', 'ADUATUCI TRIBE']",None,None
Adwalton Moor1643,UNITED KINGDOM,53.7513517,-1.6545698,13,ADWALTON MOOR,1643.0,"['British', 'Bradford']",BRITISH CIVIL WARS,ROYALISTS,PARLIAMENTARIANS,LAND,NO,"[""['British'"", ""'Bradford']"", 'ROYALISTS', 'PARLIAMENTARIANS']",None,None
Adys-256,TUNISIA,36.5699201,10.0716216,13,ADYS,-256.0,"['Carthaginian', 'Sicily', 'North Africa', 'Adys', 'Carthage', 'Aegates']",['PUNIC WAR'],CARTHAGE,ROME,LAND,NO,"[""['Carthaginian'"", ""'Sicily'"", ""'North Africa'"", ""'Adys'"", ""'Carthage'"", ""'Aegates']"", 'CARTHAGE', 'ROME']",None,None
Aegates Islands-241,ITALY,37.9268742,12.3102733,13,AEGATES ISLANDS,-241.0,"['Aegates', 'Egadi', 'Islands', 'Sicily', 'Roman', 'Carthaginian', 'Hanno', 'Lilybaeum']","['PUNIC WAR', 'THE   1ST PUNIC WAR']",ROME,CARTHAGE,SEA,NO,"[""['Aegates'"", ""'Egadi'"", ""'Islands'"", ""'Sicily'"", ""'Roman'"", ""'Carthaginian'"", ""'Hanno'"", ""'Lilybaeum']"", 'ROME', 'CARTHAGE']",None,None
Aegelsthrep456,UNITED KINGDOM,51.2993555,0.4654656,13,AEGELSTHREP,456.0,"['Britain', 'Hengist', 'England']",ANGLO-SAXON CONQUEST OF BRITAIN,JUTES,BRITONS,LAND,NO,"[""['Britain'"", ""'Hengist'"", ""'England']"", 'JUTES', 'BRITONS']",None,None
Aegina-458,GREECE,37.7408815,23.5014213,13,AEGINA,-458.0,"['Aegina', 'Athens', 'Athenian', 'Aegina']",1ST PELEPONESIAN WAR,ATHENS,AEGINA,SEA,NO,"[""['Aegina'"", ""'Athens'"", ""'Athenian'"", ""'Aegina']"", 'ATHENS', 'AEGINA']",None,None
Aegospotami-405,TURKEY,40.315204,26.6699512,13,AEGOSPOTAMI,-405.0,"['Persian', 'Athenians', 'Aegospotami', 'Athenian', 'Athenian', 'Athens']",GREAT PELOPONNESIAN WAR,SPARTA,ATHENS,SEA,NO,"[""['Persian'"", ""'Athenians'"", ""'Aegospotami'"", ""'Athenian'"", ""'Athenian'"", ""'Athens']"", 'SPARTA', 'ATHENS']",None,None
Aelia133-135,ISRAEL,31.7767018,34.9543762,13,AELIA,133.0,"['Rome', 'Jews', 'Aelia']",BAR-COCHEBA'S REVOLT,ROME,JEWISH REBELS,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Rome'"", ""'Jews'"", ""'Aelia']"", 'ROME', 'JEWISH REBELS']",None,None
Aesis-82,ITALY,43.5270861,13.2463797,13,AESIS,-82.0,['Rome'],SULLAN CIVIL WAR,SULLAN REBELS,ROME,LAND,NO,"[""['Rome']"", 'SULLAN REBELS', 'ROME']",None,None
Afabet1988,ERITREA,16.1938578,38.689675,14,AFABET,1988.0,"['Afabet', 'Ethiopian', 'Ethiopian', 'Eritrea', 'Addis Ababa']",['ERITREAN WAR'],ERITREA,ETHIOPIA,LAND,NO,"[""['Afabet'"", ""'Ethiopian'"", ""'Ethiopian'"", ""'Eritrea'"", ""'Addis Ababa']"", 'ERITREA', 'ETHIOPIA']",None,None
Afyon1922,TURKEY,38.7568852,30.5387038,14,AFYON,1922.0,"['Turkish', 'Anatolia', 'Greek', 'Turkish']",2ND GRECO-TURKISH WAR,TURKEY,GREECE,LAND,NO,"[""['Turkish'"", ""'Anatolia'"", ""'Greek'"", ""'Turkish']"", 'TURKEY', 'GREECE']",None,None
Agagia1916,EGYPT,31.6073309,25.8901949,14,AGAGIA,1916.0,"['Turks', 'British', 'pro-Turkish', 'Barrani']",['WORLD WAR I'],UNITED KINGDOM,SENUSSI REBELS,LAND,NO,"[""['Turks'"", ""'British'"", ""'pro-Turkish'"", ""'Barrani']"", 'UNITED KINGDOM', 'SENUSSI REBELS']",united kingdom,None
Agathocles-204,TUNISIA,37.0629864,10.0636103,14,AGATHOCLES,-204.0,[],2ND PUNIC WAR,"ROME, NUMIDIA",CARTHAGE,LAND,NO,"['[]', 'ROME', 'NUMIDIA', 'CARTHAGE']",None,None
Agendicum-52,FRANCE,48.20065,3.28268,14,AGENDICUM,-52.0,['Seine'],ROME'S LATER GALLIC WARS,ROME,GAULS,LAND,NO,"[""['Seine']"", 'ROME', 'GAULS']",None,None
Aghdash Awkh1831,AZERBAIJAN,40.6335427,47.467431,14,AGHDASH AWKH,1831.0,"['Russian', 'Muslim Dagestan', 'Caspian', 'Russian', 'Russian', 'Gimrah']",RUSSIAN CONQUEST OF THE CAUCASUS,DAGESTAN,RUSSIA,LAND,NO,"[""['Russian'"", ""'Muslim Dagestan'"", ""'Caspian'"", ""'Russian'"", ""'Russian'"", ""'Gimrah']"", 'DAGESTAN', 'RUSSIA']",russia,None
Agincourt1415,FRANCE,50.4629634,2.1230554,14,AGINCOURT,1415.0,"['England', 'Harfleur', 'Calais', 'French']",['YEARS WAR'],ENGLAND,FRANCE,LAND,NO,"[""['England'"", ""'Harfleur'"", ""'Calais'"", ""'French']"", 'ENGLAND', 'FRANCE']","france, united kingdom",None
Aginnum-107,FRANCE,44.203142,0.616363,15,AGINNUM,-107.0,"['Germanic', 'Roman', 'Provence', 'Tigurini', 'Rome']",ROME'S GALLIC WARS,TIGURINI,ROME,LAND,NO,"[""['Germanic'"", ""'Roman'"", ""'Provence'"", ""'Tigurini'"", ""'Rome']"", 'TIGURINI', 'ROME']",None,None
Agnadello1509,ITALY,45.4464181,9.5622868,15,AGNADELLO,1509.0,"['France', 'Spain', 'the Papal States', 'France', 'Italy', 'Venice']",WAR OF THE LEAGUE OF CAMBRAI,FRANCE,VENICE,LAND,NO,"[""['France'"", ""'Spain'"", ""'the Papal States'"", ""'France'"", ""'Italy'"", ""'Venice']"", 'FRANCE', 'VENICE']",france,None
Agordat1893,ERITREA,15.5406754,37.8777561,15,AGORDAT,1893.0,"['Italo', 'Europeans', 'Sudan', 'Kassala', 'Italians', 'Agordat', 'Asmara', 'Italian']",ITALO-SUDANESE WARS,ITALY,SUDAN,LAND,NO,"[""['Italo'"", ""'Europeans'"", ""'Sudan'"", ""'Kassala'"", ""'Italians'"", ""'Agordat'"", ""'Asmara'"", ""'Italian']"", 'ITALY', 'SUDAN']",None,None
Agordat1941,ERITREA,15.5406754,37.8777561,15,AGORDAT,1941.0,"['Northern Africa', 'British', 'Egypt', 'Sudan', 'Eritrea', 'Kassala', 'Barentu', 'Italian', 'Agordat']",['WORLD WAR II'],UNITED KINGDOM,ITALY,LAND,NO,"[""['Northern Africa'"", ""'British'"", ""'Egypt'"", ""'Sudan'"", ""'Eritrea'"", ""'Kassala'"", ""'Barentu'"", ""'Italian'"", ""'Agordat']"", 'UNITED KINGDOM', 'ITALY']",united kingdom,None
Agra1713,INDIA,27.1766701,78.0080745,15,AGRA,1713.0,"['India', 'Sayyid']",MUGHAL WARS OF SUCCESSION,MUGHAL REBEL FAROKSHIN,PADSHAH JAHANDAR SHAH,LAND,NO,"[""['India'"", ""'Sayyid']"", 'MUGHAL REBEL FAROKSHIN', 'PADSHAH JAHANDAR SHAH']",None,None
Agra1787-1788,INDIA,27.1766701,78.0080745,15,AGRA,1787.0,['Mughal'],MUGHAL-MARATHA WAR,MARATHAS,"ISMAIL BEG, ROHILLAS",LAND,NO,"[""['Mughal']"", 'MARATHAS', 'ISMAIL BEG', 'ROHILLAS']",None,None
Agra1799,INDIA,27.1766701,78.0080745,15,AGRA,1799.0,[],MARATHA TERRITORIAL WARS,MARATHAS,MARATHA GOVERNOR OF AGRA,LAND,NO,"['[]', 'MARATHAS', 'MARATHA GOVERNOR OF AGRA']",None,None
Agra1803,INDIA,27.1766701,78.0080745,15,AGRA,1803.0,['British'],2ND BRITISH-MARATHA WAR,UNITED KINGDOM,MARATHAS,LAND,NO,"[""['British']"", 'UNITED KINGDOM', 'MARATHAS']",united kingdom,None
Agra1857,INDIA,27.1766701,78.0080745,16,AGRA,1857.0,"['Indian', 'Delhi', 'Shahganj', 'Agra']",INDIAN MUTINY,UNITED KINGDOM,INDIAN REBELS,LAND,NO,"[""['Indian'"", ""'Delhi'"", ""'Shahganj'"", ""'Agra']"", 'UNITED KINGDOM', 'INDIAN REBELS']",united kingdom,None
Agua Dulce Creek1836,UNITED STATES,36.1181097,-95.9068411,16,AGUA DULCE CREEK,1836.0,"['Texan', 'San Patricio', 'Mexican']",TEXAN WAR OF INDEPENDENCE,MEXICO,TEXAN REBELS,LAND,NO,"[""['Texan'"", ""'San Patricio'"", ""'Mexican']"", 'MEXICO', 'TEXAN REBELS']",None,None
Agua Prieta1915,MEXICO,31.3115272,-109.5855873,16,AGUA PRIETA,1915.0,"['Mexican', 'the United States', 'Mexican', 'Agua', 'American', 'Douglas', 'Arizona', 'Villas', 'USA']",MEXICAN REVOLUTION,CONSTITUTIONALISTS,CONVENTIONISTS,LAND,NO,"[""['Mexican'"", ""'the United States'"", ""'Mexican'"", ""'Agua'"", ""'American'"", ""'Douglas'"", ""'Arizona'"", ""'Villas'"", ""'USA']"", 'CONSTITUTIONALISTS', 'CONVENTIONISTS']",None,None
Aguascalientes1915,MEXICO,21.8852562,-102.2915677,16,AGUASCALIENTES,1915.0,"['Mexican', 'Mexican', 'Trinidad', 'Aguascalientes', 'Obregon']",MEXICAN REVOLUTION,MEXICAN GOVERNMENT,PANCHO VILLA REBELS,LAND,NO,"[""['Mexican'"", ""'Mexican'"", ""'Trinidad'"", ""'Aguascalientes'"", ""'Obregon']"", 'MEXICAN GOVERNMENT', 'PANCHO VILLA REBELS']",None,None
Ahmad Khel1880,AFGHANISTAN,33.8333322,69.6412452,16,AHMAD KHEL,1880.0,"['British', 'Kandahar', 'Afghanistan', 'Kabul', 'Ghazni', 'British', 'Afghans']",2ND BRITISH-AFGHAN WAR,UNITED KINGDOM,AFGHANISTAN,LAND,NO,"[""['British'"", ""'Kandahar'"", ""'Afghanistan'"", ""'Kabul'"", ""'Ghazni'"", ""'British'"", ""'Afghans']"", 'UNITED KINGDOM', 'AFGHANISTAN']",united kingdom,None
Ahmadabad1572,INDIA,23.022505,72.5713621,16,AHMADABAD,1572.0,"['Gujarat', 'India', 'Ahmadabad', 'Gujarati', 'Akbar', 'the Mughal Empire']",MUGHAL CONQUEST OF NORTHERN INDIA,MUGHAL EMPIRE,GUJARAT,LAND,NO,"[""['Gujarat'"", ""'India'"", ""'Ahmadabad'"", ""'Gujarati'"", ""'Akbar'"", ""'the Mughal Empire']"", 'MUGHAL EMPIRE', 'GUJARAT']",None,None
Ahmadabad1780,INDIA,23.022505,72.5713621,16,AHMADABAD,1780.0,"['British', 'British', 'Wargaom', 'Sabarmati', 'Gujarat', 'British']",1ST BRITISH-MARATHA WAR,UNITED KINGDOM,MARATHAS,LAND,NO,"[""['British'"", ""'British'"", ""'Wargaom'"", ""'Sabarmati'"", ""'Gujarat'"", ""'British']"", 'UNITED KINGDOM', 'MARATHAS']",united kingdom,None
Ahmadnagar1596,INDIA,19.0952075,74.7495916,17,AHMADNAGAR,1596.0,"['Mughal', 'Murad', 'Bombay', 'Indias', 'Queen Chand', 'Bijapur', 'Sultan']",MUGHAL-AHMADNAGAR WARS,AHMADNAGAR,MUGHAL EMPIRE,LAND,NO,"[""['Mughal'"", ""'Murad'"", ""'Bombay'"", ""'Indias'"", ""'Queen Chand'"", ""'Bijapur'"", ""'Sultan']"", 'AHMADNAGAR', 'MUGHAL EMPIRE']",None,None
Ahmadnagar1600,INDIA,19.0952075,74.7495916,17,AHMADNAGAR,1600.0,"['Mughal', 'Deccan', 'India', 'Bombay', 'Bijapur', 'Mughal', 'the Muslim', 'Sultans']",MUGHAL-AHMADNAGAR WARS,MUGHAL EMPIRE,AHMADNAGAR,LAND,NO,"[""['Mughal'"", ""'Deccan'"", ""'India'"", ""'Bombay'"", ""'Bijapur'"", ""'Mughal'"", ""'the Muslim'"", ""'Sultans']"", 'MUGHAL EMPIRE', 'AHMADNAGAR']",None,None
Ahmadnagar1803,INDIA,19.0952075,74.7495916,17,AHMADNAGAR,1803.0,"['Poona', 'Deccan', 'French']",2ND BRITISH-MARATHA WAR,UNITED KINGDOM,MARATHAS,LAND,NO,"[""['Poona'"", ""'Deccan'"", ""'French']"", 'UNITED KINGDOM', 'MARATHAS']",united kingdom,None
Ahnai Tangi1920,PAKISTAN,32.5125063,70.0134471,17,AHNAI TANGI,1920.0,"['Palosina', 'Mahsud', 'Waziristan', 'Indian']",WAZIRISTAN CAMPAIGN,UNITED KINGDOM,MAHSUD TRIBESMEN,LAND,NO,"[""['Palosina'"", ""'Mahsud'"", ""'Waziristan'"", ""'Indian']"", 'UNITED KINGDOM', 'MAHSUD TRIBESMEN']",united kingdom,None
Ahualalco1858,MEXICO,22.3997407,-101.1665993,17,AHUALALCO,1858.0,"['Mexico City', 'San Lui Potosi']",['MEXICAN WAR'],MEXICAN CONSERVATIVES,MEXICAN LIBERALS,LAND,NO,"[""['Mexico City'"", ""'San Lui Potosi']"", 'MEXICAN CONSERVATIVES', 'MEXICAN LIBERALS']",None,None
Ahwaz1915,IRAN,31.3183272,48.6706187,17,AHWAZ,1915.0,"['British', 'Basra', 'Amara', 'Ahwaz', 'Britain', 'Turkish', 'British']",['WORLD WAR'],UNITED KINGDOM,TURKEY,LAND,NO,"[""['British'"", ""'Basra'"", ""'Amara'"", ""'Ahwaz'"", ""'Britain'"", ""'Turkish'"", ""'British']"", 'UNITED KINGDOM', 'TURKEY']",united kingdom,None
Ahwaz1980,IRAN,31.3183272,48.6706187,17,AHWAZ,1980.0,"['Iraqi', 'Basra', 'Amara', 'Ahwaz', 'Khuzestan']",['IRAQ-IRAN WAR'],IRAN,IRAQ,LAND,NO,"[""['Iraqi'"", ""'Basra'"", ""'Amara'"", ""'Ahwaz'"", ""'Khuzestan']"", 'IRAN', 'IRAQ']",None,None
Aibar1452,SPAIN,42.5931438,-1.3601865,18,AIBAR,1452.0,"['Spanish', 'Prince Juan', 'Aragon', 'Pamplona']",SPANISH WAR OF SUCCESSION,JUAN OF ARRAGON AND CASTILLE,PRINCE CHARLES OF VIANA,LAND,NO,"[""['Spanish'"", ""'Prince Juan'"", ""'Aragon'"", ""'Pamplona']"", 'JUAN OF ARRAGON AND CASTILLE', 'PRINCE CHARLES OF VIANA']",None,None
