"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version"
333,"735, 726","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF POLAND, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN, HIZB-I ISLAMI-YI AFGHANISTAN","299, 303","",2,"",2008,5655,5204,7189,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 360, 210, 900, 2, 366, 316, 230, 373, 350, 317, 355, 205, 395, 385, 367, 260, 380, 368, 20, 640, 344, 235, 220, 375, 372, 310, 349, 305, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735, 726","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF ICELAND, GOVERNMENT OF SINGAPORE, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN, HIZB-I ISLAMI-YI AFGHANISTAN","299, 303","",2,"",2009,6390,5659,8063,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 830, 346, 360, 210, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 343, 385, 367, 260, 380, 368, 20, 640, 344, 235, 220, 375, 372, 310, 349, 369, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735, 726","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF ARMENIA, GOVERNMENT OF SINGAPORE, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF MALAYSIA, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF MONTENEGRO, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF SOUTH KOREA, GOVERNMENT OF JORDAN, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF MONGOLIA, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN, HIZB-I ISLAMI-YI AFGHANISTAN","299, 303","",2,"",2010,7038,6865,8465,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 830, 346, 360, 210, 732, 900, 2, 366, 316, 230, 373, 350, 663, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735, 726","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF ARMENIA, GOVERNMENT OF SINGAPORE, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF MALAYSIA, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF TONGA, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF MONTENEGRO, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF SOUTH KOREA, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF MONGOLIA, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN, HIZB-I ISLAMI-YI AFGHANISTAN","299, 303","",2,"",2011,7423,7279,8290,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 830, 346, 360, 972, 210, 732, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 92, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF BAHRAIN, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF ARMENIA, GOVERNMENT OF SINGAPORE, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF MALAYSIA, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF TONGA, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF MONTENEGRO, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF SOUTH KOREA, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF MONGOLIA, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN","303","",2,"",2012,7730,7558,8541,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 830, 346, 360, 972, 210, 732, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 692, 371, 205, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 92, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735, 726","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF ARMENIA, GOVERNMENT OF SINGAPORE, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF MALAYSIA, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF TONGA, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF MONTENEGRO, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF SOUTH KOREA, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF MONGOLIA, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN, HIZB-I ISLAMI-YI AFGHANISTAN","299, 303","",2,"",2013,8048,7612,10172,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 830, 346, 360, 972, 210, 732, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 92, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PORTUGAL, GOVERNMENT OF SLOVENIA, GOVERNMENT OF ITALY, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF CROATIA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF ICELAND, GOVERNMENT OF ARMENIA, GOVERNMENT OF SLOVAKIA, GOVERNMENT OF SPAIN, GOVERNMENT OF MALAYSIA, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF UKRAINE, GOVERNMENT OF POLAND, GOVERNMENT OF TONGA, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF SWEDEN, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF MONTENEGRO, GOVERNMENT OF UNITED ARAB EMIRATES, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NORTH MACEDONIA, GOVERNMENT OF SOUTH KOREA, GOVERNMENT OF JORDAN, GOVERNMENT OF ALBANIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF AZERBAIJAN, GOVERNMENT OF GREECE, GOVERNMENT OF GEORGIA, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF MONGOLIA, GOVERNMENT OF TURKEY, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM, GOVERNMENT OF BULGARIA","TALEBAN","303","",2,"",2014,12351,11561,15724,4,"PAKISTAN, AFGHANISTAN","700","325, 211, 390, 346, 360, 972, 210, 732, 900, 2, 366, 316, 230, 373, 350, 663, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 92, 212, 339, 920, 290, 770, 200","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PAKISTAN, GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN","303","",2,"",2015,16581,15562,19807,4,"PAKISTAN, AFGHANISTAN","700","2, 770","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PAKISTAN, GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN","303","",2,"",2016,15775,14410,22162,4,"PAKISTAN, AFGHANISTAN","700","2, 770","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PAKISTAN, GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN","303","",2,"",2017,16179,15404,17689,4,"PAKISTAN, AFGHANISTAN","700","2, 770","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF PAKISTAN, GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN","303","",2,"",2018,22837,21486,24818,4,"PAKISTAN, AFGHANISTAN","700","2, 770","","","700","700, 770","3",24.1
333,"735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN","303","",2,"",2019,28828,26973,33289,4,"AFGHANISTAN","700","2","","","700","700","3",24.1
333,"16210, 735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN, HIGH COUNCIL OF AFGHANISTAN ISLAMIC EMIRATE","303, 6252","",2,"",2020,20159,18696,21387,4,"AFGHANISTAN","700","2","","","700","700","3",24.1
333,"16825, 735","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","GOVERNMENT OF UNITED STATES OF AMERICA","TALEBAN, NRF","303, 8114","",2,"",2021,35329,33413,39549,4,"AFGHANISTAN","700","2","","","700","700","3",24.1
333,"16825, 17083","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","","AFF, NRF","8343, 8114","",2,"",2022,617,380,1183,3,"AFGHANISTAN","700","","","","700","700","3",24.1
333,"16825, 17083","AFGHANISTAN","GOVERNMENT OF AFGHANISTAN","130","","AFF, NRF","8343, 8114","",2,"",2023,74,54,179,3,"AFGHANISTAN","700","","","","700","700","3",24.1
335,"739","INDIA","GOVERNMENT OF INDIA","141","","ATTF","306","",1,"TRIPURA",1992,29,29,31,3,"INDIA","750","","","","750","750","3",24.1
335,"740, 739","INDIA","GOVERNMENT OF INDIA","141","","NLFT, ATTF","306, 307","",1,"TRIPURA",1997,72,52,72,3,"INDIA","750","","","","750","750","3",24.1
335,"740","INDIA","GOVERNMENT OF INDIA","141","","NLFT","307","",1,"TRIPURA",1999,32,38,38,3,"INDIA","750","","","","750","750","3",24.1
335,"740","INDIA","GOVERNMENT OF INDIA","141","","NLFT","307","",1,"TRIPURA",2000,61,59,64,3,"INDIA","750","","","","750","750","3",24.1
335,"740","INDIA","GOVERNMENT OF INDIA","141","","NLFT","307","",1,"TRIPURA",2001,32,32,32,3,"INDIA","750","","","","750","750","3",24.1
335,"740","INDIA","GOVERNMENT OF INDIA","141","","NLFT","307","",1,"TRIPURA",2002,40,40,40,3,"INDIA","750","","","","750","750","3",24.1
335,"740","INDIA","GOVERNMENT OF INDIA","141","","NLFT","307","",1,"TRIPURA",2003,32,32,32,3,"INDIA","750","","","","750","750","3",24.1
335,"11299","INDIA","GOVERNMENT OF INDIA","141","","NLFT-B","2939","",1,"TRIPURA",2004,26,26,26,3,"INDIA","750","","","","750","750","3",24.1
336,"742","NICARAGUA","GOVERNMENT OF NICARAGUA","14","","CONTRAS","759","",2,"",1989,526,526,533,3,"NICARAGUA","93","","","","93","93","5",24.1
336,"742","NICARAGUA","GOVERNMENT OF NICARAGUA","14","","CONTRAS","759","",2,"",1990,39,39,43,3,"NICARAGUA","93","","","","93","93","5",24.1
337,"744, 745","SOMALIA","GOVERNMENT OF SOMALIA","95","","SNM, SPM","500, 501","",2,"",1989,379,379,4504,3,"SOMALIA, DJIBOUTI","520","","","","520","522, 520","4",24.1
337,"744, 745, 746","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SSA, SNM, SPM","500, 501, 502","",2,"",1990,2710,1641,2962,3,"SOMALIA, DJIBOUTI","520","","","","520","522, 520","4",24.1
337,"744, 747, 745, 746","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SSA, USC/SNA, SNM, SPM","500, 501, 502, 503","",2,"",1991,8005,7230,9005,3,"SOMALIA","520","","","","520","520","4",24.1
337,"747","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SNA","503","",2,"",1992,1154,1154,9823,3,"SOMALIA","520","","","","520","520","4",24.1
337,"747","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SNA","503","",2,"",1993,25,18,25,3,"SOMALIA","520","","","","520","520","4",24.1
337,"747","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SNA","503","",2,"",1994,237,237,614,3,"SOMALIA","520","","","","520","520","4",24.1
337,"747","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SNA","503","",2,"",1995,104,97,108,3,"SOMALIA","520","","","","520","520","4",24.1
337,"747","SOMALIA","GOVERNMENT OF SOMALIA","95","","USC/SNA","503","",2,"",1996,256,255,308,3,"SOMALIA","520","","","","520","520","4",24.1
337,"748","SOMALIA","GOVERNMENT OF SOMALIA","95","","SRRC","504","",2,"",2001,228,223,268,3,"SOMALIA","520","","","","520","520","4",24.1
337,"748","SOMALIA","GOVERNMENT OF SOMALIA","95","","SRRC","504","",2,"",2002,114,113,207,3,"SOMALIA","520","","","","520","520","4",24.1
337,"749","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA","ARS/UIC","505","GOVERNMENT OF ERITREA",2,"",2006,547,463,1293,4,"SOMALIA","520","530","","531","520","520","4",24.1
337,"749","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA","ARS/UIC","505","",2,"",2007,1546,1528,2046,4,"KENYA, SOMALIA","520","530","","","520","501, 520","4",24.1
337,"749, 750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA","ARS/UIC, AL-SHABAAB","717, 505","",2,"",2008,1491,1433,2075,4,"SOMALIA","520","530","","","520","520","4",24.1
337,"752, 750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA","HIZBUL ISLAM, AL-SHABAAB","717, 1004","",2,"",2009,1467,1263,1751,4,"SOMALIA","520","530","","","520","520","4",24.1
337,"752, 750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA","HIZBUL ISLAM, AL-SHABAAB","717, 1004","",2,"",2010,2150,1915,2355,4,"SOMALIA","520","530","","","520","520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF ETHIOPIA, GOVERNMENT OF KENYA","AL-SHABAAB","717","",2,"",2011,1938,1559,2259,4,"KENYA, SOMALIA","520","530, 501","","","520","501, 520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2012,2646,2470,2945,4,"KENYA, SOMALIA","520","475, 516, 501, 530, 452, 522, 500, 451","","","520","501, 520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2013,940,760,1769,4,"ETHIOPIA, KENYA, SOMALIA","520","475, 516, 501, 530, 452, 522, 500, 451","","","520","530, 501, 520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2014,1153,905,2303,4,"ETHIOPIA, KENYA, SOMALIA","520","475, 516, 501, 530, 452, 522, 500, 451","","","520","530, 501, 520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2015,1206,927,2502,4,"KENYA, SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 500, 451","","","520","501, 520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2016,1933,1207,3127,4,"SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 500, 451","","","520","520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2017,1918,1778,2601,4,"SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 500, 451","","","520","520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF ZAMBIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2018,2083,1814,2954,4,"SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 551, 500, 451","","","520","520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF ZAMBIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2019,1910,1660,2395,4,"SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 551, 500, 451","","","520","520","4",24.1
337,"750","SOMALIA","GOVERNMENT OF SOMALIA","95","GOVERNMENT OF BURUNDI, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF NIGERIA, GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF ZAMBIA, GOVERNMENT OF KENYA, GOVERNMENT OF GHANA, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF DJIBOUTI, GOVERNMENT OF UGANDA","AL-SHABAAB","717","",2,"",2020,1901,1866,2192,4,"SOMALIA","520","2, 475, 516, 501, 530, 452, 522, 551, 500, 451","","","520","520","4",24.1
